File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MostOfTheTime,most of the time,subClassOf,http://semanticscience.org/resource/TemporalQualifier,temporal qualifier,a temporal qualifier is pertains to the frequency of the event of interest.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/TelluriumAtom,tellurium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_12120d44_785e_5e5e_a9fd_73fe7c24ead4,MercurySymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/ReviewArticle,Review Article,subClassOf,http://purl.org/ontology/bibo/AcademicArticle,Academic Article,"A scholarly academic article, typically published in a journal."
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/RotationalMolding,Rotational Molding,subClassOf,http://materialsmine.org/ns/Molding,Molding,Methods to shape final composite
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_707f0cd1_941c_4b57_9f20_d0ba30cd6ff3,ArithmeticOperator,subClassOf,https://w3id.org/emmo#EMMO_3c424d37_cf62_41b1_ac9d_a316f8d113d6,AlgebricOperator,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c0afb341_7d31_4883_a307_ae4606df2a1b,Manufacturer,subClassOf,https://w3id.org/emmo#EMMO_4b32fc1e_5293_4247_9e8d_1175df9f1c0b,StrictFundamental,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_21e69447_1d0c_4880_ab8c_6bfbcd83aab4,AtomicAttenuationCoefficient,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_21e69447_1d0c_4880_ab8c_6bfbcd83aab4,AtomicAttenuationCoefficient,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/FlightClearance,Radial Flight Clearance,subClassOf,http://semanticscience.org/resource/Height,height,height is the one dimensional extent along the vertical projection of a 3D object from a base plane of reference.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/DecreasedMolecularProductionFromIncreasedRegulation,decreased molecular production from increased regulation,subClassOf,http://semanticscience.org/resource/RegulationOfMolecularProduction,regulation of molecular production,"A process that modulates the frequency, rate or extent of process involved in the production of a molecule."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e501069c_34d3_4dc7_ac87_c90c7342192b,AmountUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e501069c_34d3_4dc7_ac87_c90c7342192b,AmountUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ControlRole,control role,subClassOf,http://semanticscience.org/resource/EvaluationRole,evaluation role,An evaluation role is a processual role held by an entity during some evaluation.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/TextSpanStartPosition,text span start position,subClassOf,http://semanticscience.org/resource/StartPosition,start position,A start position is the proximal position of an object relative to an origin in a linear system.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMetrePerMole,Cubic Metre per Mole,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CubicMetrePerMole,Cubic Metre per Mole,subClassOf,https://w3id.org/emmo#EMMO_aa7397ff_2815_434e_9b99_e4c6a80e034e,VolumePerAmountUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#PascalPerSecond,Pascal per Second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#PascalPerSecond,Pascal per Second,subClassOf,https://w3id.org/emmo#EMMO_fced2382_9c23_47a1_8246_a5dcd45ad99c,PressurePerTimeUnit,
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Manuscript,Manuscript,subClassOf,http://purl.org/ontology/bibo/Document,Document,"A document (noun) is a bounded physical representation of body of information designed with the capacity (and usually intent) to communicate. A document may manifest symbolic, diagrammatic or sensory-representational information."
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Manuscript,Manuscript,subClassOf,http://xmlns.com/foaf/0.1/Document,,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#MetrePerHour,Metre per Hour,subClassOf,https://w3id.org/emmo#EMMO_4f5c7c54_1c63_4d17_b12b_ea0792c2b187,SpeedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#MetrePerHour,Metre per Hour,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/DimensionMeasuringDevice,Dimension Measuring Device,subClassOf,https://w3id.org/pmd/co/MeasuringDevice,Measuring Device,A processing node capable of determining a specific quality.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_ed7dd267_e2ee_4565_8117_e5c1eafa3e66,ElectricCurrentPerTemperatureUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_ed7dd267_e2ee_4565_8117_e5c1eafa3e66,ElectricCurrentPerTemperatureUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/3DExtentQuantity,3D extent quantity,subClassOf,http://semanticscience.org/resource/SpatialQuantity,spatial quantity,A spatial quantity is a quantity obtained from measuring the spatial extent of an entity 
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_52ba3876_b51e_4670_a6f2_ce726abc2d3d,MechanicalMobilityUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_52ba3876_b51e_4670_a6f2_ce726abc2d3d,MechanicalMobilityUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3cb55500_dc5b_4586_bbf3_1d4158afac35,EntropyPerAmountUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3cb55500_dc5b_4586_bbf3_1d4158afac35,EntropyPerAmountUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#NewtonSecond,Newton Second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#NewtonSecond,Newton Second,subClassOf,https://w3id.org/emmo#EMMO_ec987ba8_a548_4fc9_9df6_a834daebd140,MomentumUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9b9e0029_8b16_4382_bd47_571a7ae7d6f6,PhaseSpeedOfElectromagneticWaves,subClassOf,https://w3id.org/emmo#EMMO_81369540_1b0e_471b_9bae_6801af22800e,Speed,"Length per unit time.

Speed in the absolute value of the velocity."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9b9e0029_8b16_4382_bd47_571a7ae7d6f6,PhaseSpeedOfElectromagneticWaves,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e12dcfa4_c9f1_4546_9a12_8457c052e6ba,WellFormedTessellation,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_263d9161_5a7c_4900_a49b_55f012b3fe07,ThermochemicalTreatment,subClassOf,https://w3id.org/emmo#EMMO_dacfc7dc_5ddb_4f67_986b_dcd01d649d60,wärmebehandeln,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2c33f59a_fbeb_445e_aea9_8b05738b5f8b,GFactorOfAtom,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_2c33f59a_fbeb_445e_aea9_8b05738b5f8b,GFactorOfAtom,subClassOf,https://w3id.org/emmo#EMMO_cd981768_f96b_4b65_85e6_19216c0e1dd4,GFactor,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/NucleicAcid,nucleic acid,subClassOf,http://semanticscience.org/resource/OrganicPolymer,organic polymer,An organic polymer is an organic molecule composed of connected set of monomeric units.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/Hardener,Hardener,subClassOf,http://materialsmine.org/ns/Additive,Additive,A chemical substance that is blended in to a polymer to acheive a desired effect. Additive used in composite synthesis
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Diastereomer,diastereomer,subClassOf,http://semanticscience.org/resource/Stereoisomer,stereoisomer,"A stereoisomer is an isomer in which the atomic connectivity is the same, but differs in its spatial arrangement of atoms."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_03eb9b46_8ff0_4fcd_b1a0_73f65ae7434e,GenerativeManufacturing,subClassOf,https://w3id.org/emmo#EMMO_45fec702_54cb_4508_b47e_bdc581229e22,FromNotProperShapeToWorkPiece,da una forma non propria ad una forma propria
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Supernatant,supernatant,subClassOf,http://semanticscience.org/resource/CentrifugationSubstance,centrifugation substance,A centrifugation substance is a substance that is the target or product of centrifugation.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/ElasticityTensor,Elasticity Tensor,subClassOf,http://semanticscience.org/resource/Tensor,tensor,a tensor is a n-dimensional array.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToSeparate,to separate,subClassOf,http://semanticscience.org/resource/ToModify,to modify,to modify is the capability to change some entity.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_88470739_03d3_4c47_a03e_b30a1288d50c,MathematicalFormula,subClassOf,https://w3id.org/emmo#EMMO_54ee6b5e_5261_44a8_86eb_5717e7fdb9d0,Mathematical,"A mathematical object in this branch is not representing a concept but an actual graphical object built using mathematcal symbols arranged in some way, according to math conventions."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_88470739_03d3_4c47_a03e_b30a1288d50c,MathematicalFormula,subClassOf,https://w3id.org/emmo#EMMO_89a0c87c_0804_4013_937a_6fe234d9499c,SymbolicConstruct,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c9a2307d_51d0_426b_ae2f_85f5a44934e0,Extrusion,subClassOf,https://w3id.org/emmo#EMMO_2b4783a6_36ad_48c8_8f5d_fe7c05ad298b,Umformen,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c9a2307d_51d0_426b_ae2f_85f5a44934e0,Extrusion,subClassOf,https://w3id.org/emmo#EMMO_6523cad7_ea54_471c_adb7_e783f824ec09,FormingFromPlastic,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Zygosity,zygosity,subClassOf,http://semanticscience.org/resource/BiologicalQuality,biological quality,A biological quality is a quality held by a biological entity.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/HardnessProperty,Hardness Property,subClassOf,http://semanticscience.org/resource/Quantity,Amount,A quantity is an informational entity that gives the magnitude of a property.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/LutetiumAtom,lutetium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/PolyhedralSkeleton,polyhedral skeleton,subClassOf,http://semanticscience.org/resource/GeometricEntity,geometric entity,A geometric entity is an information content entity that pertains to the structure and topology of a space.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_124c07b7_38ea_405c_81b1_5c65eee1a41a,SecondGenerationFermion,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_aa078194_12df_4b10_b264_6595d2472570,LarmorRadius,subClassOf,https://w3id.org/emmo#EMMO_32dcd601_47c7_4028_b7fa_5e972ae57f12,Radius,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_aa078194_12df_4b10_b264_6595d2472570,LarmorRadius,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/GeneRegulatoryComponent,gene regulatory component,subClassOf,http://semanticscience.org/resource/GeneComponent,gene component,A gene component is a component of a gene.
